index,GAME_ID,SEASON,PLAYER_ID
1207,0028000060,1980-1981,77553
1208,0028000060,1980-1981,77290
1209,0028000060,1980-1981,77136
1210,0028000060,1980-1981,76231
1211,0028000060,1980-1981,77148
1212,0028000060,1980-1981,77532
1213,0028000060,1980-1981,229
1214,0028000060,1980-1981,78146
1215,0028000060,1980-1981,76526
1216,0028000060,1980-1981,77692
1217,0028000060,1980-1981,77770
1218,0028000060,1980-1981,76095
1219,0028000061,1980-1981,76453
1220,0028000061,1980-1981,76804
1221,0028000061,1980-1981,77149
1222,0028000061,1980-1981,78150
1223,0028000061,1980-1981,78143
1224,0028000061,1980-1981,77633
1225,0028000061,1980-1981,77944
1226,0028000061,1980-1981,77756
1227,0028000061,1980-1981,76771
1228,0028000061,1980-1981,76889
1229,0028000061,1980-1981,77163
1230,0028000061,1980-1981,78296
1231,0028000061,1980-1981,78548
1232,0028000061,1980-1981,76985
1233,0028000061,1980-1981,76290
1234,0028000061,1980-1981,76266
1235,0028000061,1980-1981,78199
1236,0028000061,1980-1981,78520
1237,0028000061,1980-1981,77689
1258,0028000063,1980-1981,76673
1259,0028000063,1980-1981,77056
1260,0028000063,1980-1981,77097
1261,0028000063,1980-1981,78326
1262,0028000063,1980-1981,76830
1263,0028000063,1980-1981,77920
1264,0028000063,1980-1981,78000
1265,0028000063,1980-1981,77021
1266,0028000063,1980-1981,77078
1267,0028000063,1980-1981,76618
1268,0028000063,1980-1981,77353
1269,0028000063,1980-1981,77817
1270,0028000063,1980-1981,76786
1271,0028000063,1980-1981,77669
1272,0028000063,1980-1981,77158
1273,0028000063,1980-1981,77189
1274,0028000063,1980-1981,76616
1275,0028000063,1980-1981,77449
1276,0028000063,1980-1981,77936
1277,0028000063,1980-1981,78350
1278,0028000063,1980-1981,76996
1320,0028000066,1980-1981,76656
1321,0028000066,1980-1981,77986
1322,0028000066,1980-1981,76435
1323,0028000066,1980-1981,77205
1324,0028000066,1980-1981,78436
1325,0028000066,1980-1981,78400
1326,0028000066,1980-1981,77420
1327,0028000066,1980-1981,76826
1328,0028000066,1980-1981,77710
1329,0028000066,1980-1981,77754
1330,0028000066,1980-1981,77487
1331,0028000066,1980-1981,76733
1332,0028000066,1980-1981,76707
1333,0028000066,1980-1981,76993
1334,0028000066,1980-1981,1450
1335,0028000066,1980-1981,1449
1336,0028000066,1980-1981,76351
1337,0028000066,1980-1981,76054
1338,0028000066,1980-1981,77984
1339,0028000066,1980-1981,305
1356,0028000068,1980-1981,77290
1357,0028000068,1980-1981,77136
1358,0028000068,1980-1981,76231
1359,0028000068,1980-1981,77148
1360,0028000068,1980-1981,77532
1361,0028000068,1980-1981,229
1362,0028000068,1980-1981,78146
1363,0028000068,1980-1981,76526
1364,0028000068,1980-1981,77692
1365,0028000068,1980-1981,77770
1366,0028000068,1980-1981,76095
1367,0028000068,1980-1981,600005
1368,0028000068,1980-1981,78600
1369,0028000068,1980-1981,76365
1370,0028000068,1980-1981,76252
1371,0028000068,1980-1981,600010
1372,0028000068,1980-1981,77160
1373,0028000068,1980-1981,77168
1374,0028000068,1980-1981,76296
1375,0028000068,1980-1981,77626
1376,0028000069,1980-1981,77239
1377,0028000069,1980-1981,1381
1378,0028000069,1980-1981,77010
1379,0028000069,1980-1981,76154
1380,0028000069,1980-1981,76599
1381,0028000069,1980-1981,77623
1382,0028000069,1980-1981,77071
1383,0028000069,1980-1981,77364
1384,0028000069,1980-1981,78390
1385,0028000069,1980-1981,76765
1386,0028000069,1980-1981,77996
1387,0028000069,1980-1981,77193
1388,0028000069,1980-1981,77175
1389,0028000069,1980-1981,77950
1390,0028000069,1980-1981,76539
1391,0028000069,1980-1981,76421
1392,0028000069,1980-1981,76681
1393,0028000069,1980-1981,77043
1394,0028000069,1980-1981,76385
1395,0028000069,1980-1981,77618
1437,0028000072,1980-1981,77353
1438,0028000072,1980-1981,77817
1439,0028000072,1980-1981,76786
1440,0028000072,1980-1981,77669
1441,0028000072,1980-1981,77158
1442,0028000072,1980-1981,77189
1443,0028000072,1980-1981,76616
1444,0028000072,1980-1981,77449
1445,0028000072,1980-1981,77936
1446,0028000072,1980-1981,78350
1447,0028000072,1980-1981,76996
1448,0028000072,1980-1981,78519
1449,0028000072,1980-1981,76899
1450,0028000072,1980-1981,76802
1451,0028000072,1980-1981,77582
1452,0028000072,1980-1981,78510
1453,0028000072,1980-1981,76590
1454,0028000072,1980-1981,76170
1455,0028000072,1980-1981,76736
1456,0028000072,1980-1981,77273
1457,0028000072,1980-1981,77326
1458,0028000072,1980-1981,78482
1459,0028000073,1980-1981,77487
1460,0028000073,1980-1981,76733
1461,0028000073,1980-1981,76707
1462,0028000073,1980-1981,76993
1463,0028000073,1980-1981,1450
1464,0028000073,1980-1981,1449
1465,0028000073,1980-1981,76351
1466,0028000073,1980-1981,76054
1467,0028000073,1980-1981,77984
1468,0028000073,1980-1981,305
1469,0028000073,1980-1981,76362
1470,0028000073,1980-1981,78047
1471,0028000073,1980-1981,78481
1472,0028000073,1980-1981,77952
1473,0028000073,1980-1981,76822
1474,0028000073,1980-1981,78614
1475,0028000073,1980-1981,78571
1476,0028000073,1980-1981,78570
1477,0028000074,1980-1981,77290
1478,0028000074,1980-1981,77136
1479,0028000074,1980-1981,76231
1480,0028000074,1980-1981,77148
1481,0028000074,1980-1981,77532
1482,0028000074,1980-1981,229
1483,0028000074,1980-1981,78146
1484,0028000074,1980-1981,76526
1485,0028000074,1980-1981,77692
1486,0028000074,1980-1981,77770
1487,0028000074,1980-1981,76095
1488,0028000074,1980-1981,77024
1489,0028000074,1980-1981,76471
1490,0028000074,1980-1981,78025
1491,0028000074,1980-1981,76418
1492,0028000074,1980-1981,77144
1493,0028000074,1980-1981,77528
1494,0028000074,1980-1981,76598
1495,0028000074,1980-1981,77829
1496,0028000074,1980-1981,77553
1497,0028000074,1980-1981,78014
1539,0028000077,1980-1981,78548
1540,0028000077,1980-1981,76985
1541,0028000077,1980-1981,76290
1542,0028000077,1980-1981,76266
1543,0028000077,1980-1981,78199
1544,0028000077,1980-1981,78520
1545,0028000077,1980-1981,77858
1546,0028000077,1980-1981,77689
1547,0028000077,1980-1981,77882
1548,0028000077,1980-1981,76504
1549,0028000077,1980-1981,76257
1550,0028000077,1980-1981,77873
1551,0028000077,1980-1981,77547
1552,0028000077,1980-1981,76890
1553,0028000077,1980-1981,76948
1554,0028000077,1980-1981,76619
1555,0028000077,1980-1981,76204
1556,0028000077,1980-1981,76441
1557,0028000078,1980-1981,600014
1558,0028000078,1980-1981,78531
1559,0028000078,1980-1981,76567
1560,0028000078,1980-1981,76881
1561,0028000078,1980-1981,77182
1562,0028000078,1980-1981,78533
1563,0028000078,1980-1981,77246
1564,0028000078,1980-1981,78310
1565,0028000078,1980-1981,77373
1566,0028000078,1980-1981,78618
1567,0028000078,1980-1981,77490
1568,0028000078,1980-1981,76500
1569,0028000078,1980-1981,78307
1570,0028000078,1980-1981,76979
1571,0028000078,1980-1981,76091
1572,0028000078,1980-1981,78575
1573,0028000078,1980-1981,76887
1574,0028000078,1980-1981,77876
1575,0028000078,1980-1981,77324
1576,0028000078,1980-1981,328
