fn,ln,num,pos,min,sec,totsec,fga,fgm,tpa,tpm,fta,ftm,oreb,dreb,reb,ast,stl,blk,pf,pts,tov,fbpts,fbptsa,fbptsm,pip,pipa,pipm,court,pid,pm,blka,tf,status,memo,gid,hm_away,team,game_date,full_name,epoch,full_dt
Justin,James,10,,13,49,829,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1629713,-3,0,0,A,,0021900244,A,SAC,2019-11-25,Justin James,1574875335858,2019-11-27 17:22:15.858
Dewayne,Dedmon,13,,11,56,716,1,1,0,0,0,0,0,4,4,1,0,0,2,2,1,0,0,0,2,1,1,0,203473,12,0,0,A,,0021900244,A,SAC,2019-11-25,Dewayne Dedmon,1574875335858,2019-11-27 17:22:15.858
Harry,Giles III,20,,8,33,513,3,2,0,0,0,0,0,1,1,0,1,1,3,4,1,0,0,0,2,2,1,0,1628385,-5,0,0,A,,0021900244,A,SAC,2019-11-25,Harry Giles III,1574875335858,2019-11-27 17:22:15.858
Wenyen,Gabriel,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629117,0,0,0,A,,0021900244,A,SAC,2019-11-25,Wenyen Gabriel,1574875335858,2019-11-27 17:22:15.858
Kyle,Guy,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629657,0,0,0,A,,0021900244,A,SAC,2019-11-25,Kyle Guy,1574875335858,2019-11-27 17:22:15.858
Caleb,Swanigan,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628403,0,0,0,A,,0021900244,A,SAC,2019-11-25,Caleb Swanigan,1574875335858,2019-11-27 17:22:15.858
Trevor,Ariza,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772,0,0,0,I,,0021900244,A,SAC,2019-11-25,Trevor Ariza,1574875335858,2019-11-27 17:22:15.858
Marvin,Bagley III,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628963,0,0,0,I,,0021900244,A,SAC,2019-11-25,Marvin Bagley III,1574875335858,2019-11-27 17:22:15.858
De'Aaron,Fox,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628368,0,0,0,I,,0021900244,A,SAC,2019-11-25,De'Aaron Fox,1574875335858,2019-11-27 17:22:15.858
DaQuan,Jeffries,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629610,0,0,0,I,,0021900244,A,SAC,2019-11-25,DaQuan Jeffries,1574875335858,2019-11-27 17:22:15.858
Jayson,Tatum,0,SF,34,28,2068,18,7,3,0,7,6,1,5,6,3,0,0,4,20,3,6,3,2,10,10,5,1,1628369,4,2,0,A,,0021900244,H,BOS,2019-11-25,Jayson Tatum,1574875335858,2019-11-27 17:22:15.858
Semi,Ojeleye,37,PF,27,29,1649,6,3,4,1,0,0,0,2,2,1,0,0,1,7,0,0,0,0,2,1,1,0,1628400,10,0,0,A,,0021900244,H,BOS,2019-11-25,Semi Ojeleye,1574875335858,2019-11-27 17:22:15.858
Enes,Kanter,11,C,25,23,1523,6,5,0,0,3,3,3,6,9,2,1,0,1,13,2,2,1,1,8,5,4,0,202683,9,0,0,A,,0021900244,H,BOS,2019-11-25,Enes Kanter,1574875335858,2019-11-27 17:22:15.858
Jaylen,Brown,7,SG,34,5,2045,16,9,7,2,5,4,0,4,4,0,1,0,0,24,0,5,1,1,14,8,7,1,1627759,1,1,0,A,,0021900244,H,BOS,2019-11-25,Jaylen Brown,1574875335858,2019-11-27 17:22:15.858
Marcus,Smart,36,PG,36,42,2202,12,7,4,1,2,2,1,2,3,7,5,1,1,17,0,0,0,0,8,5,4,1,203935,2,1,0,A,,0021900244,H,BOS,2019-11-25,Marcus Smart,1574875335858,2019-11-27 17:22:15.858
Brad,Wanamaker,9,,21,18,1278,8,0,2,0,4,3,1,0,1,4,0,0,4,3,2,0,1,0,0,5,0,1,202954,-22,3,0,A,,0021900244,H,BOS,2019-11-25,Brad Wanamaker,1574875335858,2019-11-27 17:22:15.858
Robert,Williams III,44,,22,37,1357,5,3,0,0,0,0,3,3,6,0,2,1,1,6,0,0,0,0,6,5,3,1,1629057,-8,0,0,A,,0021900244,H,BOS,2019-11-25,Robert Williams III,1574875335858,2019-11-27 17:22:15.858
Carsen,Edwards,4,,13,13,793,5,2,4,2,0,0,2,2,4,0,0,0,2,6,2,0,1,0,0,1,0,0,1629035,-7,1,0,A,,0021900244,H,BOS,2019-11-25,Carsen Edwards,1574875335858,2019-11-27 17:22:15.858
Grant,Williams,12,,5,2,302,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1629684,-4,0,0,A,,0021900244,H,BOS,2019-11-25,Grant Williams,1574875335858,2019-11-27 17:22:15.858
Tremont,Waters,51,,19,43,1183,7,2,5,1,2,2,0,2,2,3,1,2,2,7,2,0,0,0,2,2,1,0,1629682,20,0,0,A,,0021900244,H,BOS,2019-11-25,Tremont Waters,1574875335858,2019-11-27 17:22:15.858
Javonte,Green,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629750,0,0,0,A,,0021900244,H,BOS,2019-11-25,Javonte Green,1574875335858,2019-11-27 17:22:15.858
Vincent,Poirier,77,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629738,0,0,0,A,,0021900244,H,BOS,2019-11-25,Vincent Poirier,1574875335858,2019-11-27 17:22:15.858
Tacko,Fall,99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629605,0,0,0,I,,0021900244,H,BOS,2019-11-25,Tacko Fall,1574875335858,2019-11-27 17:22:15.858
Gordon,Hayward,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202330,0,0,0,I,,0021900244,H,BOS,2019-11-25,Gordon Hayward,1574875335858,2019-11-27 17:22:15.858
Romeo,Langford,45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629641,0,0,0,I,,0021900244,H,BOS,2019-11-25,Romeo Langford,1574875335858,2019-11-27 17:22:15.858
Daniel,Theis,27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628464,0,0,0,I,,0021900244,H,BOS,2019-11-25,Daniel Theis,1574875335858,2019-11-27 17:22:15.858
Kemba,Walker,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202689,0,0,0,I,,0021900244,H,BOS,2019-11-25,Kemba Walker,1574875335858,2019-11-27 17:22:15.858
Treveon,Graham,12,SF,22,56,1376,5,3,2,1,0,0,0,4,4,1,0,1,5,7,1,2,1,1,4,3,2,1,1626203,1,0,0,A,,0021900243,A,MIN,2019-11-25,Treveon Graham,1574739808868,2019-11-26 03:43:28.868
Robert,Covington,33,PF,24,6,1446,8,1,5,1,2,2,2,3,5,4,2,0,4,5,3,0,1,0,0,2,0,0,203496,5,0,0,A,,0021900243,A,MIN,2019-11-25,Robert Covington,1574739808868,2019-11-26 03:43:28.868
Karl-Anthony,Towns,32,C,31,47,1907,19,8,8,3,10,9,5,8,13,8,0,2,4,28,5,0,1,0,10,10,5,1,1626157,5,1,0,A,,0021900243,A,MIN,2019-11-25,Karl-Anthony Towns,1574739808868,2019-11-26 03:43:28.868
Andrew,Wiggins,22,SG,36,28,2188,19,9,6,3,6,4,0,6,6,1,2,0,2,25,2,0,0,0,10,7,5,1,203952,13,1,0,A,,0021900243,A,MIN,2019-11-25,Andrew Wiggins,1574739808868,2019-11-26 03:43:28.868
Jarrett,Culver,23,PG,23,59,1439,11,4,1,0,9,6,4,1,5,3,2,0,0,14,0,1,2,0,6,9,3,0,1629633,8,2,0,A,,0021900243,A,MIN,2019-11-25,Jarrett Culver,1574739808868,2019-11-26 03:43:28.868
Josh,Okogie,20,,18,40,1120,2,2,1,1,2,2,1,1,2,1,0,0,2,7,1,0,0,0,0,0,0,0,1629006,2,0,0,A,,0021900243,A,MIN,2019-11-25,Josh Okogie,1574739808868,2019-11-26 03:43:28.868
Jeff,Teague,0,,30,52,1852,8,2,3,0,4,4,0,2,2,8,2,0,3,8,1,0,0,0,4,5,2,1,201952,9,0,0,A,,0021900243,A,MIN,2019-11-25,Jeff Teague,1574739808868,2019-11-26 03:43:28.868
Keita,Bates-Diop,31,,23,57,1437,8,5,4,2,3,1,2,3,5,0,1,2,0,13,0,0,1,0,6,4,3,1,1628966,10,0,0,A,,0021900243,A,MIN,2019-11-25,Keita Bates-Diop,1574739808868,2019-11-26 03:43:28.868
Kelan,Martin,30,,7,19,439,3,1,2,1,0,0,0,3,3,1,0,0,1,3,0,0,0,0,0,1,0,0,1629103,5,0,0,A,,0021900243,A,MIN,2019-11-25,Kelan Martin,1574739808868,2019-11-26 03:43:28.868
Gorgui,Dieng,5,,16,13,973,6,5,3,3,0,0,0,2,2,0,1,1,3,13,0,0,0,0,4,3,2,0,203476,7,0,0,A,,0021900243,A,MIN,2019-11-25,Gorgui Dieng,1574739808868,2019-11-26 03:43:28.868
Jordan,Bell,7,,3,42,222,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,0,1628395,-5,0,0,A,,0021900243,A,MIN,2019-11-25,Jordan Bell,1574739808868,2019-11-26 03:43:28.868
Jaylen,Nowell,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629669,0,0,0,A,,0021900243,A,MIN,2019-11-25,Jaylen Nowell,1574739808868,2019-11-26 03:43:28.868
Noah,Vonleh,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203943,0,0,0,A,,0021900243,A,MIN,2019-11-25,Noah Vonleh,1574739808868,2019-11-26 03:43:28.868
Jake,Layman,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627774,0,0,0,I,,0021900243,A,MIN,2019-11-25,Jake Layman,1574739808868,2019-11-26 03:43:28.868
Jordan,McLaughlin,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629162,0,0,0,I,,0021900243,A,MIN,2019-11-25,Jordan McLaughlin,1574739808868,2019-11-26 03:43:28.868
Shabazz,Napier,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203894,0,0,0,I,,0021900243,A,MIN,2019-11-25,Shabazz Napier,1574739808868,2019-11-26 03:43:28.868
Naz,Reid,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629675,0,0,0,I,,0021900243,A,MIN,2019-11-25,Naz Reid,1574739808868,2019-11-26 03:43:28.868
De'Andre,Hunter,12,SF,37,15,2235,10,3,4,1,0,0,0,3,3,2,0,1,3,7,5,0,0,0,2,5,1,1,1629631,-9,1,0,A,,0021900243,H,ATL,2019-11-25,De'Andre Hunter,1574739808868,2019-11-26 03:43:28.868
Jabari,Parker,5,PF,33,44,2024,16,9,4,1,4,3,3,4,7,2,2,0,5,22,0,1,0,0,14,10,7,1,203953,-11,0,0,A,,0021900243,H,ATL,2019-11-25,Jabari Parker,1574739808868,2019-11-26 03:43:28.868
Damian,Jones,30,C,18,57,1137,3,3,0,0,2,1,0,3,3,0,0,2,4,7,0,0,0,0,6,3,3,0,1627745,-15,0,0,A,,0021900243,H,ATL,2019-11-25,Damian Jones,1574739808868,2019-11-26 03:43:28.868
Cam,Reddish,22,SG,28,53,1733,10,2,5,0,3,3,0,3,3,3,0,0,2,7,0,2,3,0,4,5,2,1,1629629,2,2,0,A,,0021900243,H,ATL,2019-11-25,Cam Reddish,1574739808868,2019-11-26 03:43:28.868
Trae,Young,11,PG,34,34,2074,28,11,11,5,11,10,2,4,6,9,0,0,2,37,7,3,3,1,10,13,5,0,1629027,-7,0,0,A,,0021900243,H,ATL,2019-11-25,Trae Young,1574739808868,2019-11-26 03:43:28.868
Bruno,Fernando,24,,17,22,1042,6,5,1,1,2,2,2,2,4,1,1,1,4,13,2,0,0,0,6,4,3,0,1628981,-4,1,0,A,,0021900243,H,ATL,2019-11-25,Bruno Fernando,1574739808868,2019-11-26 03:43:28.868
Allen,Crabbe,33,,22,42,1362,7,3,4,1,0,0,1,6,7,1,1,0,1,7,0,3,1,1,2,2,1,0,203459,-7,0,0,A,,0021900243,H,ATL,2019-11-25,Allen Crabbe,1574739808868,2019-11-26 03:43:28.868
Vince,Carter,15,,15,55,955,4,1,3,1,0,0,0,1,1,1,0,0,2,3,0,0,0,0,0,1,0,1,1713,-5,0,0,A,,0021900243,H,ATL,2019-11-25,Vince Carter,1574739808868,2019-11-26 03:43:28.868
Evan,Turner,1,,10,47,647,5,1,0,0,2,1,0,4,4,5,0,0,0,3,1,0,0,0,0,3,0,0,202323,-3,0,0,A,,0021900243,H,ATL,2019-11-25,Evan Turner,1574739808868,2019-11-26 03:43:28.868
DeAndre',Bembry,95,,15,54,954,4,3,0,0,2,1,1,2,3,1,1,0,1,7,1,0,0,0,6,4,3,1,1627761,-7,1,0,A,,0021900243,H,ATL,2019-11-25,DeAndre' Bembry,1574739808868,2019-11-26 03:43:28.868
Alex,Len,25,,3,54,234,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,203458,6,1,0,A,,0021900243,H,ATL,2019-11-25,Alex Len,1574739808868,2019-11-26 03:43:28.868
Chandler,Parsons,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202718,0,0,0,A,,0021900243,H,ATL,2019-11-25,Chandler Parsons,1574739808868,2019-11-26 03:43:28.868
Tyrone,Wallace,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627820,0,0,0,A,,0021900243,H,ATL,2019-11-25,Tyrone Wallace,1574739808868,2019-11-26 03:43:28.868
Charles,Brown Jr.,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629718,0,0,0,I,,0021900243,H,ATL,2019-11-25,Charles Brown Jr.,1574739808868,2019-11-26 03:43:28.868
John,Collins,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628381,0,0,0,I,,0021900243,H,ATL,2019-11-25,John Collins,1574739808868,2019-11-26 03:43:28.868
Brandon,Goodwin,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629164,0,0,0,I,,0021900243,H,ATL,2019-11-25,Brandon Goodwin,1574739808868,2019-11-26 03:43:28.868
Kevin,Huerter,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628989,0,0,0,I,,0021900243,H,ATL,2019-11-25,Kevin Huerter,1574739808868,2019-11-26 03:43:28.868
Jae,Crowder,99,SF,31,45,1905,10,3,8,3,0,0,0,3,3,2,0,0,1,9,0,3,1,1,0,1,0,0,203109,-5,1,0,A,,0021900242,A,MEM,2019-11-25,Jae Crowder,1574804057379,2019-11-26 21:34:17.379
Jaren,Jackson Jr.,13,PF,22,44,1364,15,10,8,6,2,2,1,4,5,1,0,0,5,28,1,3,2,1,8,7,4,0,1628991,1,1,0,A,,0021900242,A,MEM,2019-11-25,Jaren Jackson Jr.,1574804057379,2019-11-26 21:34:17.379
Jonas,Valanciunas,17,C,26,10,1570,12,7,1,0,2,0,2,8,10,0,1,3,4,14,3,4,3,2,14,11,7,0,202685,-17,1,0,A,,0021900242,A,MEM,2019-11-25,Jonas Valanciunas,1574804057379,2019-11-26 21:34:17.379
Dillon,Brooks,24,SG,31,41,1901,13,4,4,1,1,0,3,4,7,3,2,0,1,9,1,3,3,1,2,6,1,0,1628415,7,0,0,A,,0021900242,A,MEM,2019-11-25,Dillon Brooks,1574804057379,2019-11-26 21:34:17.379
Ja,Morant,12,PG,30,6,1806,15,6,1,0,8,7,1,1,2,10,2,1,0,19,0,4,4,1,12,14,6,0,1629630,16,3,0,A,,0021900242,A,MEM,2019-11-25,Ja Morant,1574804057379,2019-11-26 21:34:17.379
Brandon,Clarke,15,,24,37,1477,9,8,1,1,0,0,1,3,4,1,0,1,0,17,1,2,1,1,14,8,7,1,1629634,-14,0,0,A,,0021900242,A,MEM,2019-11-25,Brandon Clarke,1574804057379,2019-11-26 21:34:17.379
Tyus,Jones,21,,12,11,731,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1626145,-25,0,0,A,,0021900242,A,MEM,2019-11-25,Tyus Jones,1574804057379,2019-11-26 21:34:17.379
Marko,Guduric,23,,8,8,488,3,2,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,2,1,1,1629741,-5,0,0,A,,0021900242,A,MEM,2019-11-25,Marko Guduric,1574804057379,2019-11-26 21:34:17.379
Kyle,Anderson,1,,15,8,908,4,2,0,0,0,0,0,3,3,1,1,0,1,4,1,0,0,0,4,3,2,0,203937,-21,0,0,A,,0021900242,A,MEM,2019-11-25,Kyle Anderson,1574804057379,2019-11-26 21:34:17.379
Solomon,Hill,44,,18,5,1085,5,2,3,1,0,0,0,3,3,5,0,0,2,5,0,2,2,1,2,2,1,0,203524,1,0,0,A,,0021900242,A,MEM,2019-11-25,Solomon Hill,1574804057379,2019-11-26 21:34:17.379
Grayson,Allen,3,,11,58,718,5,2,2,0,0,0,0,3,3,3,0,0,0,4,0,2,1,1,4,3,2,1,1628960,2,0,0,A,,0021900242,A,MEM,2019-11-25,Grayson Allen,1574804057379,2019-11-26 21:34:17.379
De'Anthony,Melton,0,,5,43,343,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,1629001,-3,0,0,A,,0021900242,A,MEM,2019-11-25,De'Anthony Melton,1574804057379,2019-11-26 21:34:17.379
Bruno,Caboclo,5,,1,44,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203998,3,0,0,A,,0021900242,A,MEM,2019-11-25,Bruno Caboclo,1574804057379,2019-11-26 21:34:17.379
Andre,Iguodala,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2738,0,0,0,I,,0021900242,A,MEM,2019-11-25,Andre Iguodala,1574804057379,2019-11-26 21:34:17.379
Josh,Jackson,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628367,0,0,0,I,,0021900242,A,MEM,2019-11-25,Josh Jackson,1574804057379,2019-11-26 21:34:17.379
John,Konchar,46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629723,0,0,0,I,,0021900242,A,MEM,2019-11-25,John Konchar,1574804057379,2019-11-26 21:34:17.379
Yuta,Watanabe,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629139,0,0,0,I,,0021900242,A,MEM,2019-11-25,Yuta Watanabe,1574804057379,2019-11-26 21:34:17.379
T.J.,Warren,1,SF,33,50,2030,15,11,5,3,2,1,1,3,4,0,0,0,0,26,4,5,2,2,14,8,7,0,203933,18,1,1,A,,0021900242,H,IND,2019-11-25,T.J. Warren,1574804057379,2019-11-26 21:34:17.379
Domantas,Sabonis,11,PF,33,0,1980,8,5,1,0,6,3,3,10,13,6,2,0,1,13,1,1,0,0,6,5,3,0,1627734,9,0,0,A,,0021900242,H,IND,2019-11-25,Domantas Sabonis,1574804057379,2019-11-26 21:34:17.379
Myles,Turner,33,C,30,26,1826,5,3,2,1,0,0,0,4,4,2,0,5,4,7,1,0,0,0,2,2,1,0,1626167,18,0,0,A,,0021900242,H,IND,2019-11-25,Myles Turner,1574804057379,2019-11-26 21:34:17.379
Jeremy,Lamb,26,SG,30,55,1855,16,8,6,3,0,0,0,4,4,4,1,0,2,19,1,2,3,1,8,9,4,0,203087,17,1,0,A,,0021900242,H,IND,2019-11-25,Jeremy Lamb,1574804057379,2019-11-26 21:34:17.379
Malcolm,Brogdon,7,PG,30,8,1808,12,6,4,2,0,0,0,6,6,8,1,0,0,14,3,0,0,0,4,5,2,0,1627763,9,1,0,A,,0021900242,H,IND,2019-11-25,Malcolm Brogdon,1574804057379,2019-11-26 21:34:17.379
Aaron,Holiday,3,,17,52,1072,9,6,6,4,0,0,1,2,3,1,2,0,0,16,1,8,4,3,4,2,2,1,1628988,3,0,0,A,,0021900242,H,IND,2019-11-25,Aaron Holiday,1574804057379,2019-11-26 21:34:17.379
Justin,Holiday,8,,14,44,884,7,3,5,3,0,0,1,1,2,2,0,0,0,9,0,0,1,0,0,2,0,0,203200,13,1,0,A,,0021900242,H,IND,2019-11-25,Justin Holiday,1574804057379,2019-11-26 21:34:17.379
T.J.,McConnell,9,,19,4,1144,12,5,2,1,0,0,2,3,5,6,0,0,1,11,1,0,0,0,6,6,3,1,204456,-5,1,0,A,,0021900242,H,IND,2019-11-25,T.J. McConnell,1574804057379,2019-11-26 21:34:17.379
Doug,McDermott,20,,17,19,1039,5,3,1,1,0,0,1,3,4,0,0,0,1,7,1,0,0,0,4,2,2,0,203926,1,0,0,A,,0021900242,H,IND,2019-11-25,Doug McDermott,1574804057379,2019-11-26 21:34:17.379
Goga,Bitadze,88,,7,24,444,3,1,0,0,2,2,1,0,1,0,0,1,2,4,0,0,0,0,2,3,1,1,1629048,-9,0,0,A,,0021900242,H,IND,2019-11-25,Goga Bitadze,1574804057379,2019-11-26 21:34:17.379
TJ,Leaf,22,,2,45,165,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1628388,-7,0,0,A,,0021900242,H,IND,2019-11-25,TJ Leaf,1574804057379,2019-11-26 21:34:17.379
Alize,Johnson,24,,2,33,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1628993,-7,0,0,A,,0021900242,H,IND,2019-11-25,Alize Johnson,1574804057379,2019-11-26 21:34:17.379
Brian,Bowen II,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628968,0,0,0,I,,0021900242,H,IND,2019-11-25,Brian Bowen II,1574804057379,2019-11-26 21:34:17.379
Naz,Mitrou-Long,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628513,0,0,0,I,,0021900242,H,IND,2019-11-25,Naz Mitrou-Long,1574804057379,2019-11-26 21:34:17.379
Victor,Oladipo,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203506,0,0,0,I,,0021900242,H,IND,2019-11-25,Victor Oladipo,1574804057379,2019-11-26 21:34:17.379
JaKarr,Sampson,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203960,0,0,0,I,,0021900242,H,IND,2019-11-25,JaKarr Sampson,1574804057379,2019-11-26 21:34:17.379
Edmond,Sumner,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628410,0,0,0,I,,0021900242,H,IND,2019-11-25,Edmond Sumner,1574804057379,2019-11-26 21:34:17.379
Wes,Iwundu,25,SF,22,38,1358,6,1,1,1,0,0,0,2,2,1,0,0,2,3,1,0,0,0,0,4,0,0,1628411,-7,1,0,A,,0021900241,A,ORL,2019-11-25,Wes Iwundu,1574735145689,2019-11-26 02:25:45.689
Jonathan,Isaac,1,PF,30,50,1850,11,4,3,2,0,0,0,6,6,1,1,4,3,10,1,2,1,1,2,4,1,1,1628371,-15,1,0,A,,0021900241,A,ORL,2019-11-25,Jonathan Isaac,1574735145689,2019-11-26 02:25:45.689
Khem,Birch,24,C,27,27,1647,3,2,0,0,4,2,4,2,6,0,0,0,5,6,0,1,0,0,4,3,2,1,203920,-13,0,0,A,,0021900241,A,ORL,2019-11-25,Khem Birch,1574735145689,2019-11-26 02:25:45.689
Evan,Fournier,10,SG,37,25,2245,16,5,5,0,8,7,0,2,2,2,2,0,3,17,1,0,0,0,2,4,1,1,203095,-9,0,0,A,,0021900241,A,ORL,2019-11-25,Evan Fournier,1574735145689,2019-11-26 02:25:45.689
Markelle,Fultz,20,PG,29,31,1771,12,7,2,0,3,2,0,4,4,3,3,0,3,16,1,4,2,2,12,7,6,1,1628365,-13,1,0,A,,0021900241,A,ORL,2019-11-25,Markelle Fultz,1574735145689,2019-11-26 02:25:45.689
Al-Farouq,Aminu,2,,19,23,1163,7,1,4,0,0,0,0,4,4,2,0,0,0,2,0,0,0,0,0,2,0,0,202329,-7,0,0,A,,0021900241,A,ORL,2019-11-25,Al-Farouq Aminu,1574735145689,2019-11-26 02:25:45.689
Mo,Bamba,5,,20,17,1217,8,3,1,0,0,0,4,8,12,1,2,3,3,6,2,0,0,0,6,6,3,0,1628964,-2,1,0,A,,0021900241,A,ORL,2019-11-25,Mo Bamba,1574735145689,2019-11-26 02:25:45.689
Terrence,Ross,8,,29,47,1787,14,7,5,3,3,2,0,2,2,0,0,0,0,19,1,0,1,0,4,4,2,1,203082,-9,0,0,A,,0021900241,A,ORL,2019-11-25,Terrence Ross,1574735145689,2019-11-26 02:25:45.689
D.J.,Augustin,14,,22,25,1345,7,2,4,2,4,3,0,3,3,5,0,0,2,9,2,0,1,0,0,2,0,0,201571,0,1,0,A,,0021900241,A,ORL,2019-11-25,D.J. Augustin,1574735145689,2019-11-26 02:25:45.689
Amile,Jefferson,11,,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628518,0,0,0,A,,0021900241,A,ORL,2019-11-25,Amile Jefferson,1574735145689,2019-11-26 02:25:45.689
Melvin,Frazier Jr.,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628982,0,0,0,A,,0021900241,A,ORL,2019-11-25,Melvin Frazier Jr.,1574735145689,2019-11-26 02:25:45.689
Josh,Magette,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203705,0,0,0,A,,0021900241,A,ORL,2019-11-25,Josh Magette,1574735145689,2019-11-26 02:25:45.689
Michael,Carter-Williams,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203487,0,0,0,I,,0021900241,A,ORL,2019-11-25,Michael Carter-Williams,1574735145689,2019-11-26 02:25:45.689
Aaron,Gordon,00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203932,0,0,0,I,,0021900241,A,ORL,2019-11-25,Aaron Gordon,1574735145689,2019-11-26 02:25:45.689
BJ,Johnson,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629168,0,0,0,I,,0021900241,A,ORL,2019-11-25,BJ Johnson,1574735145689,2019-11-26 02:25:45.689
Nikola,Vucevic,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202696,0,0,0,I,,0021900241,A,ORL,2019-11-25,Nikola Vucevic,1574735145689,2019-11-26 02:25:45.689
