fn,ln,num,pos,min,sec,totsec,fga,fgm,tpa,tpm,fta,ftm,oreb,dreb,reb,ast,stl,blk,pf,pts,tov,fbpts,fbptsa,fbptsm,pip,pipa,pipm,court,pid,pm,blka,tf,status,memo,gid,hm_away,team,game_date,full_name,epoch,full_dt
Ian,Mahinmi,28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101133,0,0,0,I,,0021900203,H,WAS,2019-11-20,Ian Mahinmi,1574303127092,2019-11-21 02:25:27.092
Garrison,Mathews,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629726,0,0,0,I,,0021900203,H,WAS,2019-11-20,Garrison Mathews,1574303127092,2019-11-21 02:25:27.092
John,Wall,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202322,0,0,0,I,,0021900203,H,WAS,2019-11-20,John Wall,1574303127092,2019-11-21 02:25:27.092
Marcus,Morris Sr.,13,SF,40,5,2405,21,8,7,4,2,2,3,10,13,6,2,0,5,22,2,2,2,1,4,5,2,1,202694,5,0,1,A,,0021900202,A,NYK,2019-11-20,Marcus Morris Sr.,1574374755892,2019-11-21 22:19:15.892
Julius,Randle,30,PF,35,30,2130,13,5,4,2,8,5,2,6,8,2,3,0,4,17,2,0,1,0,2,4,1,1,203944,2,1,0,A,,0021900202,A,NYK,2019-11-20,Julius Randle,1574374755892,2019-11-21 22:19:15.892
Taj,Gibson,67,C,13,40,820,6,5,1,1,0,0,0,4,4,1,0,0,2,11,1,0,0,0,4,3,2,0,201959,7,0,0,A,,0021900202,A,NYK,2019-11-20,Taj Gibson,1574374755892,2019-11-21 22:19:15.892
RJ,Barrett,9,SG,35,48,2148,12,4,1,0,0,0,2,5,7,3,3,1,3,8,4,2,1,1,4,8,2,1,1629628,-5,2,0,A,,0021900202,A,NYK,2019-11-20,RJ Barrett,1574374755892,2019-11-21 22:19:15.892
Frank,Ntilikina,11,PG,32,54,1974,8,6,4,2,4,3,0,1,1,0,0,1,2,17,1,0,0,0,2,1,1,1,1628373,2,0,0,A,,0021900202,A,NYK,2019-11-20,Frank Ntilikina,1574374755892,2019-11-21 22:19:15.892
Mitchell,Robinson,23,,13,14,794,2,2,0,0,0,0,0,2,2,0,0,3,4,4,0,0,0,0,4,2,2,0,1629011,-10,0,0,A,,0021900202,A,NYK,2019-11-20,Mitchell Robinson,1574374755892,2019-11-21 22:19:15.892
Bobby,Portis,1,,23,48,1428,6,3,2,1,0,0,0,2,2,0,0,0,2,7,1,0,0,0,4,3,2,0,1626171,-14,0,0,A,,0021900202,A,NYK,2019-11-20,Bobby Portis,1574374755892,2019-11-21 22:19:15.892
Dennis,Smith Jr.,5,,15,6,906,9,5,3,2,1,1,0,0,0,2,0,0,1,13,2,3,1,1,4,4,2,0,1628372,-7,1,0,A,,0021900202,A,NYK,2019-11-20,Dennis Smith Jr.,1574374755892,2019-11-21 22:19:15.892
Kevin,Knox II,20,,10,19,619,1,1,1,1,0,0,0,2,2,2,0,0,0,3,1,0,0,0,0,0,0,0,1628995,7,0,0,A,,0021900202,A,NYK,2019-11-20,Kevin Knox II,1574374755892,2019-11-21 22:19:15.892
Damyean,Dotson,21,,19,34,1174,6,1,2,0,0,0,0,3,3,1,0,1,2,2,0,2,1,1,2,3,1,1,1628422,-12,1,0,A,,0021900202,A,NYK,2019-11-20,Damyean Dotson,1574374755892,2019-11-21 22:19:15.892
Wayne,Ellington,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201961,0,0,0,A,,0021900202,A,NYK,2019-11-20,Wayne Ellington,1574374755892,2019-11-21 22:19:15.892
Allonzo,Trier,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629019,0,0,0,A,,0021900202,A,NYK,2019-11-20,Allonzo Trier,1574374755892,2019-11-21 22:19:15.892
Kadeem,Allen,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628443,0,0,0,I,,0021900202,A,NYK,2019-11-20,Kadeem Allen,1574374755892,2019-11-21 22:19:15.892
Ignas,Brazdeikis,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629649,0,0,0,I,,0021900202,A,NYK,2019-11-20,Ignas Brazdeikis,1574374755892,2019-11-21 22:19:15.892
Reggie,Bullock,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203493,0,0,0,I,,0021900202,A,NYK,2019-11-20,Reggie Bullock,1574374755892,2019-11-21 22:19:15.892
Elfrid,Payton,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203901,0,0,0,I,,0021900202,A,NYK,2019-11-20,Elfrid Payton,1574374755892,2019-11-21 22:19:15.892
Ivan,Rabb,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628397,0,0,0,I,,0021900202,A,NYK,2019-11-20,Ivan Rabb,1574374755892,2019-11-21 22:19:15.892
Tobias,Harris,12,SF,31,55,1915,13,5,5,2,4,2,0,4,4,4,0,0,0,14,0,3,1,1,2,3,1,1,202699,1,2,0,A,,0021900202,H,PHI,2019-11-20,Tobias Harris,1574374755892,2019-11-21 22:19:15.892
Al,Horford,42,PF,25,7,1507,11,3,2,1,0,0,2,4,6,2,2,1,0,7,1,0,0,0,4,5,2,0,201143,-15,1,0,A,,0021900202,H,PHI,2019-11-20,Al Horford,1574374755892,2019-11-21 22:19:15.892
Joel,Embiid,21,C,33,39,2019,19,7,7,1,12,8,2,10,12,5,0,1,3,23,3,2,1,1,6,7,3,1,203954,10,1,1,A,,0021900202,H,PHI,2019-11-20,Joel Embiid,1574374755892,2019-11-21 22:19:15.892
Furkan,Korkmaz,30,SG,16,15,975,5,1,4,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,2,1,1,0,1627788,-13,0,0,A,,0021900202,H,PHI,2019-11-20,Furkan Korkmaz,1574374755892,2019-11-21 22:19:15.892
Ben,Simmons,25,PG,41,46,2506,9,7,1,1,4,3,1,6,7,13,1,1,2,18,1,4,2,2,10,7,5,1,1627732,10,0,0,A,,0021900202,H,PHI,2019-11-20,Ben Simmons,1574374755892,2019-11-21 22:19:15.892
Mike,Scott,1,,23,29,1409,8,4,6,4,0,0,1,3,4,0,0,1,4,12,1,3,1,1,0,1,0,0,203118,10,0,0,A,,0021900202,H,PHI,2019-11-20,Mike Scott,1574374755892,2019-11-21 22:19:15.892
James,Ennis III,11,,21,36,1296,7,4,3,2,2,1,2,2,4,2,0,1,0,11,0,7,2,2,4,3,2,0,203516,15,0,0,A,,0021900202,H,PHI,2019-11-20,James Ennis III,1574374755892,2019-11-21 22:19:15.892
Shake,Milton,18,,16,51,1011,6,3,2,0,0,0,1,3,4,0,0,0,3,6,3,0,0,0,6,4,3,0,1629003,0,0,0,A,,0021900202,H,PHI,2019-11-20,Shake Milton,1574374755892,2019-11-21 22:19:15.892
Trey,Burke,23,,14,50,890,6,3,1,1,2,2,1,0,1,2,0,0,1,9,0,0,0,0,4,4,2,1,203504,4,1,0,A,,0021900202,H,PHI,2019-11-20,Trey Burke,1574374755892,2019-11-21 22:19:15.892
Matisse,Thybulle,22,,14,29,869,5,2,1,1,2,2,0,2,2,1,2,0,0,7,0,0,1,0,2,4,1,1,1629680,3,1,0,A,,0021900202,H,PHI,2019-11-20,Matisse Thybulle,1574374755892,2019-11-21 22:19:15.892
Raul,Neto,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203526,0,0,0,A,,0021900202,H,PHI,2019-11-20,Raul Neto,1574374755892,2019-11-21 22:19:15.892
Kyle,O'Quinn,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203124,0,0,0,A,,0021900202,H,PHI,2019-11-20,Kyle O'Quinn,1574374755892,2019-11-21 22:19:15.892
Jonah,Bolden,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628413,0,0,0,I,,0021900202,H,PHI,2019-11-20,Jonah Bolden,1574374755892,2019-11-21 22:19:15.892
Norvel,Pelle,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203658,0,0,0,I,,0021900202,H,PHI,2019-11-20,Norvel Pelle,1574374755892,2019-11-21 22:19:15.892
Josh,Richardson,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626196,0,0,0,I,,0021900202,H,PHI,2019-11-20,Josh Richardson,1574374755892,2019-11-21 22:19:15.892
Marial,Shayok,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629621,0,0,0,I,,0021900202,H,PHI,2019-11-20,Marial Shayok,1574374755892,2019-11-21 22:19:15.892
Zhaire,Smith,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629015,0,0,0,I,,0021900202,H,PHI,2019-11-20,Zhaire Smith,1574374755892,2019-11-21 22:19:15.892
Terrance,Ferguson,23,SF,30,36,1836,7,1,6,1,0,0,1,0,1,1,1,0,3,3,0,0,0,0,0,1,0,0,1628390,-12,1,0,A,,0021900201,A,OKC,2019-11-19,Terrance Ferguson,1574230290290,2019-11-20 06:11:30.290
Danilo,Gallinari,8,PF,30,32,1832,11,7,5,2,11,9,1,5,6,1,0,0,2,25,2,0,2,0,6,4,3,1,201568,-3,1,0,A,,0021900201,A,OKC,2019-11-19,Danilo Gallinari,1574230290290,2019-11-20 06:11:30.290
Steven,Adams,12,C,24,9,1449,3,1,0,0,0,0,2,4,6,4,0,0,2,2,2,2,1,1,2,3,1,0,203500,-4,0,0,A,,0021900201,A,OKC,2019-11-19,Steven Adams,1574230290290,2019-11-20 06:11:30.290
Shai,Gilgeous-Alexander,2,SG,36,9,2169,16,5,6,2,4,4,1,4,5,4,1,1,0,16,2,6,5,2,4,8,2,1,1628983,-9,3,0,A,,0021900201,A,OKC,2019-11-19,Shai Gilgeous-Alexander,1574230290290,2019-11-20 06:11:30.290
Chris,Paul,3,PG,30,11,1811,7,1,2,0,2,2,0,5,5,10,4,0,5,4,1,0,0,0,0,2,0,1,101108,1,2,0,A,,0021900201,A,OKC,2019-11-19,Chris Paul,1574230290290,2019-11-20 06:11:30.290
Nerlens,Noel,9,,23,51,1431,11,7,0,0,2,1,3,5,8,1,3,0,3,15,1,0,0,0,14,9,7,1,203457,-1,0,0,A,,0021900201,A,OKC,2019-11-19,Nerlens Noel,1574230290290,2019-11-20 06:11:30.290
Dennis,Schroder,17,,30,10,1810,20,12,7,3,4,4,0,4,4,1,0,0,1,31,5,2,2,1,10,8,5,1,203471,4,1,1,A,,0021900201,A,OKC,2019-11-19,Dennis Schroder,1574230290290,2019-11-20 06:11:30.290
Darius,Bazley,7,,13,23,803,1,1,0,0,0,0,0,3,3,0,1,0,4,2,1,2,1,1,2,1,1,0,1629647,-7,0,0,A,,0021900201,A,OKC,2019-11-19,Darius Bazley,1574230290290,2019-11-20 06:11:30.290
Abdel,Nader,11,,10,3,603,2,1,2,1,2,2,0,1,1,0,0,1,1,5,1,2,0,0,0,0,0,0,1627846,4,0,0,A,,0021900201,A,OKC,2019-11-19,Abdel Nader,1574230290290,2019-11-20 06:11:30.290
Deonte,Burton,30,,10,54,654,2,2,0,0,0,0,0,0,0,0,0,0,1,4,0,2,1,1,4,2,2,0,1629126,2,0,0,A,,0021900201,A,OKC,2019-11-19,Deonte Burton,1574230290290,2019-11-20 06:11:30.290
Devon,Hall,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628985,0,0,0,A,,0021900201,A,OKC,2019-11-19,Devon Hall,1574230290290,2019-11-20 06:11:30.290
Mike,Muscala,33,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203488,0,0,0,A,,0021900201,A,OKC,2019-11-19,Mike Muscala,1574230290290,2019-11-20 06:11:30.290
Hamidou,Diallo,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628977,0,0,0,I,,0021900201,A,OKC,2019-11-19,Hamidou Diallo,1574230290290,2019-11-20 06:11:30.290
Luguentz,Dort,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629652,0,0,0,I,,0021900201,A,OKC,2019-11-19,Luguentz Dort,1574230290290,2019-11-20 06:11:30.290
Justin,Patton,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628383,0,0,0,I,,0021900201,A,OKC,2019-11-19,Justin Patton,1574230290290,2019-11-20 06:11:30.290
Andre,Roberson,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203460,0,0,0,I,,0021900201,A,OKC,2019-11-19,Andre Roberson,1574230290290,2019-11-20 06:11:30.290
LeBron,James,23,SF,37,8,2228,21,10,5,2,5,3,0,11,11,10,2,0,2,25,7,11,5,5,14,10,7,1,2544,6,0,0,A,,0021900201,H,LAL,2019-11-19,LeBron James,1574230290290,2019-11-20 06:11:30.290
Anthony,Davis,3,PF,37,6,2226,24,13,5,3,6,5,3,4,7,4,4,2,2,34,2,5,3,2,14,12,7,1,203076,1,0,0,A,,0021900201,H,LAL,2019-11-19,Anthony Davis,1574230290290,2019-11-20 06:11:30.290
JaVale,McGee,7,C,22,49,1369,5,3,0,0,4,2,4,2,6,0,1,4,4,8,0,1,1,0,6,5,3,0,201580,-5,1,0,A,,0021900201,H,LAL,2019-11-19,JaVale McGee,1574230290290,2019-11-20 06:11:30.290
Danny,Green,14,SG,20,48,1248,3,2,2,1,0,0,1,4,5,3,0,0,4,5,1,3,1,1,2,1,1,1,201980,2,0,0,A,,0021900201,H,LAL,2019-11-19,Danny Green,1574230290290,2019-11-20 06:11:30.290
Kentavious,Caldwell-Pope,1,PG,33,2,1982,9,5,4,3,0,0,2,2,4,2,0,0,1,13,0,5,2,2,4,4,2,1,203484,6,0,0,A,,0021900201,H,LAL,2019-11-19,Kentavious Caldwell-Pope,1574230290290,2019-11-20 06:11:30.290
Kyle,Kuzma,0,,9,1,541,4,2,3,1,0,0,0,0,0,0,0,0,1,5,1,2,2,1,2,1,1,0,1628398,3,0,0,A,,0021900201,H,LAL,2019-11-19,Kyle Kuzma,1574230290290,2019-11-20 06:11:30.290
Rajon,Rondo,9,,27,28,1648,10,3,4,1,2,1,0,2,2,10,0,0,0,8,3,0,1,0,4,4,2,1,200765,6,1,0,A,,0021900201,H,LAL,2019-11-19,Rajon Rondo,1574230290290,2019-11-20 06:11:30.290
Quinn,Cook,2,,15,25,925,5,1,4,1,0,0,0,2,2,0,0,0,1,3,0,0,2,0,0,0,0,0,1626188,2,0,0,A,,0021900201,H,LAL,2019-11-19,Quinn Cook,1574230290290,2019-11-20 06:11:30.290
Alex,Caruso,4,,19,51,1191,6,3,4,2,0,0,0,3,3,0,1,0,2,8,1,2,1,1,2,2,1,0,1627936,0,0,0,A,,0021900201,H,LAL,2019-11-19,Alex Caruso,1574230290290,2019-11-20 06:11:30.290
Dwight,Howard,39,,17,21,1041,2,1,0,0,2,1,4,2,6,0,1,2,3,3,1,1,0,0,2,2,1,0,2730,4,0,0,A,,0021900201,H,LAL,2019-11-19,Dwight Howard,1574230290290,2019-11-20 06:11:30.290
Troy,Daniels,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203584,0,0,0,A,,0021900201,H,LAL,2019-11-19,Troy Daniels,1574230290290,2019-11-20 06:11:30.290
Jared,Dudley,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201162,0,0,0,A,,0021900201,H,LAL,2019-11-19,Jared Dudley,1574230290290,2019-11-20 06:11:30.290
Kostas,Antetokounmpo,37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628961,0,0,0,I,,0021900201,H,LAL,2019-11-19,Kostas Antetokounmpo,1574230290290,2019-11-20 06:11:30.290
Avery,Bradley,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202340,0,0,0,I,,0021900201,H,LAL,2019-11-19,Avery Bradley,1574230290290,2019-11-20 06:11:30.290
DeMarcus,Cousins,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202326,0,0,0,I,,0021900201,H,LAL,2019-11-19,DeMarcus Cousins,1574230290290,2019-11-20 06:11:30.290
Talen,Horton-Tucker,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629659,0,0,0,I,,0021900201,H,LAL,2019-11-19,Talen Horton-Tucker,1574230290290,2019-11-20 06:11:30.290
Zach,Norvell Jr.,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629668,0,0,0,I,,0021900201,H,LAL,2019-11-19,Zach Norvell Jr.,1574230290290,2019-11-20 06:11:30.290
Kelly,Oubre Jr.,3,SF,37,28,2248,17,8,4,1,3,3,2,6,8,2,5,0,3,20,1,1,2,0,8,7,4,1,1626162,-6,2,0,A,,0021900200,A,PHX,2019-11-19,Kelly Oubre Jr.,1574228150683,2019-11-20 05:35:50.683
Dario,Saric,20,PF,20,54,1254,5,1,2,0,0,0,0,3,3,1,0,1,1,2,2,0,0,0,2,1,1,0,203967,-20,0,0,A,,0021900200,A,PHX,2019-11-19,Dario Saric,1574228150683,2019-11-20 05:35:50.683
Frank,Kaminsky,8,C,23,24,1404,9,5,6,3,6,4,4,0,4,1,0,0,2,17,0,0,0,0,4,3,2,1,1626163,0,1,0,A,,0021900200,A,PHX,2019-11-19,Frank Kaminsky,1574228150683,2019-11-20 05:35:50.683
Devin,Booker,1,SG,38,45,2325,20,10,6,3,8,7,1,4,5,8,2,0,5,30,4,0,0,0,12,10,6,1,1626164,-14,2,1,A,,0021900200,A,PHX,2019-11-19,Devin Booker,1574228150683,2019-11-20 05:35:50.683
Ricky,Rubio,11,PG,16,5,965,7,0,3,0,2,1,1,0,1,2,1,0,0,1,1,0,0,0,0,3,0,0,201937,-14,1,0,A,,0021900200,A,PHX,2019-11-19,Ricky Rubio,1574228150683,2019-11-20 05:35:50.683
Cheick,Diallo,14,,15,10,910,4,1,0,0,0,0,1,3,4,0,0,2,2,2,0,0,0,0,2,2,1,0,1627767,4,0,0,A,,0021900200,A,PHX,2019-11-19,Cheick Diallo,1574228150683,2019-11-20 05:35:50.683
Tyler,Johnson,16,,17,49,1069,2,0,1,0,2,2,1,2,3,3,0,0,1,2,1,0,0,0,0,1,0,0,204020,-6,0,0,A,,0021900200,A,PHX,2019-11-19,Tyler Johnson,1574228150683,2019-11-20 05:35:50.683
Mikal,Bridges,25,,25,48,1548,9,6,3,1,7,7,2,3,5,0,2,0,2,20,0,0,0,0,10,6,5,0,1628969,12,0,0,A,,0021900200,A,PHX,2019-11-19,Mikal Bridges,1574228150683,2019-11-20 05:35:50.683
Cameron,Johnson,23,,26,17,1577,13,7,9,4,0,0,2,2,4,2,1,1,3,18,0,2,2,1,6,4,3,1,1629661,6,1,0,A,,0021900200,A,PHX,2019-11-19,Cameron Johnson,1574228150683,2019-11-20 05:35:50.683
Elie,Okobo,2,,18,19,1099,3,0,2,0,6,4,0,2,2,5,0,0,1,4,1,0,1,0,0,0,0,1,1629059,18,0,0,A,,0021900200,A,PHX,2019-11-19,Elie Okobo,1574228150683,2019-11-20 05:35:50.683
Deandre,Ayton,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629028,0,0,0,A,,0021900200,A,PHX,2019-11-19,Deandre Ayton,1574228150683,2019-11-20 05:35:50.683
Aron,Baynes,46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203382,0,0,0,A,,0021900200,A,PHX,2019-11-19,Aron Baynes,1574228150683,2019-11-20 05:35:50.683
Jevon,Carter,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628975,0,0,0,A,,0021900200,A,PHX,2019-11-19,Jevon Carter,1574228150683,2019-11-20 05:35:50.683
Jared,Harper,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629607,0,0,0,I,,0021900200,A,PHX,2019-11-19,Jared Harper,1574228150683,2019-11-20 05:35:50.683
Ty,Jerome,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629660,0,0,0,I,,0021900200,A,PHX,2019-11-19,Ty Jerome,1574228150683,2019-11-20 05:35:50.683
Jalen,Lecque,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629665,0,0,0,I,,0021900200,A,PHX,2019-11-19,Jalen Lecque,1574228150683,2019-11-20 05:35:50.683
Harrison,Barnes,40,SF,37,10,2230,10,5,3,1,4,4,1,1,2,2,0,1,2,15,1,0,0,0,8,7,4,1,203084,5,0,0,A,,0021900200,H,SAC,2019-11-19,Harrison Barnes,1574228150683,2019-11-20 05:35:50.683
Nemanja,Bjelica,88,PF,30,37,1837,12,7,5,3,0,0,2,6,8,0,1,1,4,17,2,0,0,0,8,6,4,0,202357,8,1,0,A,,0021900200,H,SAC,2019-11-19,Nemanja Bjelica,1574228150683,2019-11-20 05:35:50.683
Richaun,Holmes,22,C,34,20,2060,11,8,0,0,4,4,3,12,15,0,1,2,5,20,2,2,1,1,16,11,8,1,1626158,9,1,0,A,,0021900200,H,SAC,2019-11-19,Richaun Holmes,1574228150683,2019-11-20 05:35:50.683
Buddy,Hield,24,SG,28,39,1719,14,3,7,1,6,5,0,5,5,4,1,0,5,12,1,2,3,1,4,6,2,1,1627741,9,2,0,A,,0021900200,H,SAC,2019-11-19,Buddy Hield,1574228150683,2019-11-20 05:35:50.683
Cory,Joseph,9,PG,39,18,2358,5,2,3,0,2,2,0,5,5,14,1,2,4,6,2,0,0,0,2,1,1,1,202709,9,0,0,A,,0021900200,H,SAC,2019-11-19,Cory Joseph,1574228150683,2019-11-20 05:35:50.683
Bogdan,Bogdanovic,8,,35,48,2148,14,11,9,7,2,2,0,4,4,7,3,0,0,31,6,3,2,1,2,2,1,0,203992,-5,0,0,A,,0021900200,H,SAC,2019-11-19,Bogdan Bogdanovic,1574228150683,2019-11-20 05:35:50.683
Yogi,Ferrell,3,,17,58,1078,4,1,1,1,7,6,0,1,1,1,0,0,4,9,2,0,0,0,0,1,0,1,1627812,-7,0,0,A,,0021900200,H,SAC,2019-11-19,Yogi Ferrell,1574228150683,2019-11-20 05:35:50.683
Dewayne,Dedmon,13,,12,44,764,7,4,2,0,0,0,2,1,3,0,0,0,2,8,2,0,0,0,8,5,4,0,203473,-4,0,0,A,,0021900200,H,SAC,2019-11-19,Dewayne Dedmon,1574228150683,2019-11-20 05:35:50.683
Justin,James,10,,3,23,203,2,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,1,0,1629713,-4,0,0,A,,0021900200,H,SAC,2019-11-19,Justin James,1574228150683,2019-11-20 05:35:50.683
Wenyen,Gabriel,32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629117,0,0,0,A,,0021900200,H,SAC,2019-11-19,Wenyen Gabriel,1574228150683,2019-11-20 05:35:50.683
Harry,Giles III,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628385,0,0,0,A,,0021900200,H,SAC,2019-11-19,Harry Giles III,1574228150683,2019-11-20 05:35:50.683
DaQuan,Jeffries,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629610,0,0,0,A,,0021900200,H,SAC,2019-11-19,DaQuan Jeffries,1574228150683,2019-11-20 05:35:50.683
Caleb,Swanigan,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628403,0,0,0,A,,0021900200,H,SAC,2019-11-19,Caleb Swanigan,1574228150683,2019-11-20 05:35:50.683
Trevor,Ariza,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772,0,0,0,I,,0021900200,H,SAC,2019-11-19,Trevor Ariza,1574228150683,2019-11-20 05:35:50.683
Marvin,Bagley III,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628963,0,0,0,I,,0021900200,H,SAC,2019-11-19,Marvin Bagley III,1574228150683,2019-11-20 05:35:50.683
De'Aaron,Fox,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628368,0,0,0,I,,0021900200,H,SAC,2019-11-19,De'Aaron Fox,1574228150683,2019-11-20 05:35:50.683
Kyle,Guy,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629657,0,0,0,I,,0021900200,H,SAC,2019-11-19,Kyle Guy,1574228150683,2019-11-20 05:35:50.683
Rodney,Hood,5,SF,31,41,1901,12,4,2,0,0,0,1,4,5,4,1,0,2,8,1,0,3,0,4,6,2,0,203918,-8,1,0,A,,0021900199,A,POR,2019-11-19,Rodney Hood,1574278767440,2019-11-20 19:39:27.440
Carmelo,Anthony,00,PF,23,37,1417,14,4,3,2,0,0,0,4,4,0,0,1,5,10,5,0,0,0,2,6,1,0,2546,-20,3,0,A,,0021900199,A,POR,2019-11-19,Carmelo Anthony,1574278767440,2019-11-20 19:39:27.440
Hassan,Whiteside,21,C,29,16,1756,7,5,0,0,4,4,4,10,14,0,0,1,3,14,4,0,0,0,10,7,5,0,202355,-3,0,0,A,,0021900199,A,POR,2019-11-19,Hassan Whiteside,1574278767440,2019-11-20 19:39:27.440
CJ,McCollum,3,SG,35,15,2115,22,9,10,4,1,0,2,2,4,5,2,1,2,22,1,6,3,2,10,11,5,0,203468,-9,0,0,A,,0021900199,A,POR,2019-11-19,CJ McCollum,1574278767440,2019-11-20 19:39:27.440
Anfernee,Simons,1,PG,36,1,2161,13,4,5,3,4,2,0,3,3,4,0,0,2,13,0,0,1,0,0,5,0,1,1629014,-8,1,0,A,,0021900199,A,POR,2019-11-19,Anfernee Simons,1574278767440,2019-11-20 19:39:27.440
Nassir,Little,9,,22,32,1352,6,5,2,2,2,0,4,7,11,1,1,1,4,12,1,2,1,1,6,3,3,1,1629642,9,0,0,A,,0021900199,A,POR,2019-11-19,Nassir Little,1574278767440,2019-11-20 19:39:27.440
Kent,Bazemore,24,,28,0,1680,8,3,5,3,2,2,0,3,3,4,0,0,2,11,3,3,1,1,0,2,0,0,203145,-10,0,0,A,,0021900199,A,POR,2019-11-19,Kent Bazemore,1574278767440,2019-11-20 19:39:27.440
Skal,Labissiere,17,,18,44,1124,4,2,0,0,0,0,0,2,2,0,1,0,3,4,0,0,0,0,2,2,1,1,1627746,-8,0,0,A,,0021900199,A,POR,2019-11-19,Skal Labissiere,1574278767440,2019-11-20 19:39:27.440
