ast,blk,blka,court,dreb,epoch,fbpts,fbptsa,fbptsm,fga,fgm,fn,fta,ftm,full_dt,full_name,game_date,gid,hm_away,ln,memo,min,num,oreb,pf,pid,pip,pipa,pipm,pm,pos,pts,reb,season,sec,status,stl,team,tf,totsec,tov,tpa,tpm
0,0,0,0,0,1575520260390,0,0,0,0,0,Kostas,0,0,2019-12-05 04:31:00.390,Kostas Antetokounmpo,2019-12-04,0021900314,A,Antetokounmpo,,0,37,0,0,1628961,0,0,0,0,,0,0,2019-2020,0,I,0,LAL,0,0,0,0,0
0,0,0,0,0,1575520260390,0,0,0,0,0,Avery,0,0,2019-12-05 04:31:00.390,Avery Bradley,2019-12-04,0021900314,A,Bradley,,0,11,0,0,202340,0,0,0,0,,0,0,2019-2020,0,I,0,LAL,0,0,0,0,0
0,0,0,0,0,1575520260390,0,0,0,0,0,DeMarcus,0,0,2019-12-05 04:31:00.390,DeMarcus Cousins,2019-12-04,0021900314,A,Cousins,,0,15,0,0,202326,0,0,0,0,,0,0,2019-2020,0,I,0,LAL,0,0,0,0,0
0,0,0,0,0,1575520260390,0,0,0,0,0,Talen,0,0,2019-12-05 04:31:00.390,Talen Horton-Tucker,2019-12-04,0021900314,A,Horton-Tucker,,0,5,0,0,1629659,0,0,0,0,,0,0,2019-2020,0,I,0,LAL,0,0,0,0,0
0,0,0,0,0,1575520260390,0,0,0,0,0,Zach,0,0,2019-12-05 04:31:00.390,Zach Norvell Jr.,2019-12-04,0021900314,A,Norvell Jr.,,0,21,0,0,1629668,0,0,0,0,,0,0,2019-2020,0,I,0,LAL,0,0,0,0,0
3,0,2,0,2,1575520260390,3,1,1,15,6,Bojan,5,5,2019-12-05 04:31:00.390,Bojan Bogdanovic,2019-12-04,0021900314,H,Bogdanovic,,35,44,1,2,202711,0,4,0,-5,SF,23,3,2019-2020,17,A,1,UTA,0,2117,2,10,6
2,0,2,0,3,1575520260390,2,1,1,7,3,Jeff,0,0,2019-12-05 04:31:00.390,Jeff Green,2019-12-04,0021900314,H,Green,,23,22,1,4,201145,2,3,1,-12,PF,8,4,2019-2020,4,A,0,UTA,0,1384,1,4,2
2,0,1,0,6,1575520260390,0,0,0,8,6,Rudy,3,1,2019-12-05 04:31:00.390,Rudy Gobert,2019-12-04,0021900314,H,Gobert,,27,27,4,3,203497,12,8,6,-8,C,13,10,2019-2020,1,A,1,UTA,0,1621,2,0,0
5,0,1,0,2,1575520260390,0,0,0,5,1,Joe,2,1,2019-12-05 04:31:00.390,Joe Ingles,2019-12-04,0021900314,H,Ingles,,27,2,0,4,204060,0,1,0,1,SG,4,2,2019-2020,38,A,0,UTA,0,1658,5,3,1
5,0,1,0,4,1575520260390,0,1,0,24,11,Donovan,5,4,2019-12-05 04:31:00.390,Donovan Mitchell,2019-12-04,0021900314,H,Mitchell,,33,45,0,1,1628378,12,15,6,-18,PG,29,4,2019-2020,4,A,0,UTA,0,1984,2,7,3
0,0,0,0,3,1575520260390,0,0,0,5,3,Ed,2,1,2019-12-05 04:31:00.390,Ed Davis,2019-12-04,0021900314,H,Davis,,13,17,1,4,202334,4,4,2,-12,,7,4,2019-2020,15,A,0,UTA,0,795,0,0,0
1,0,1,0,5,1575520260390,0,2,0,4,0,Royce,2,2,2019-12-05 04:31:00.390,Royce O'Neale,2019-12-04,0021900314,H,O'Neale,,22,23,0,3,1626220,0,1,0,-18,,2,5,2019-2020,54,A,1,UTA,0,1374,2,3,0
0,0,1,0,2,1575520260390,0,0,0,6,2,Georges,0,0,2019-12-05 04:31:00.390,Georges Niang,2019-12-04,0021900314,H,Niang,,19,31,0,1,1627777,0,2,0,-17,,6,2,2019-2020,50,A,0,UTA,0,1190,0,4,2
0,0,0,1,1,1575520260390,0,0,0,3,1,Dante,0,0,2019-12-05 04:31:00.390,Dante Exum,2019-12-04,0021900314,H,Exum,,12,11,0,1,203957,2,3,1,-4,,2,1,2019-2020,49,A,0,UTA,0,769,2,0,0
1,0,1,1,1,1575520260390,0,1,0,3,1,Emmanuel,0,0,2019-12-05 04:31:00.390,Emmanuel Mudiay,2019-12-04,0021900314,H,Mudiay,,10,8,0,0,1626144,2,2,1,-16,,2,1,2019-2020,10,A,0,UTA,0,610,0,0,0
0,1,2,1,2,1575520260390,0,0,0,2,0,Tony,0,0,2019-12-05 04:31:00.390,Tony Bradley,2019-12-04,0021900314,H,Bradley,,7,13,1,0,1628396,0,2,0,-4,,0,3,2019-2020,15,A,0,UTA,0,435,1,0,0
1,1,0,1,0,1575520260390,0,0,0,1,0,Nigel,0,0,2019-12-05 04:31:00.390,Nigel Williams-Goss,2019-12-04,0021900314,H,Williams-Goss,,3,0,0,0,1628430,0,0,0,-6,,0,0,2019-2020,51,A,0,UTA,0,231,0,0,0
0,1,0,1,1,1575520260390,0,0,0,0,0,Jarrell,0,0,2019-12-05 04:31:00.390,Jarrell Brantley,2019-12-04,0021900314,H,Brantley,,3,5,0,1,1629714,0,0,0,-6,,0,1,2019-2020,51,A,0,UTA,0,231,1,0,0
0,0,0,0,0,1575520260390,0,0,0,0,0,Mike,0,0,2019-12-05 04:31:00.390,Mike Conley,2019-12-04,0021900314,H,Conley,,0,10,0,0,201144,0,0,0,0,,0,0,2019-2020,0,I,0,UTA,0,0,0,0,0
0,0,0,0,0,1575520260390,0,0,0,0,0,Juwan,0,0,2019-12-05 04:31:00.390,Juwan Morgan,2019-12-04,0021900314,H,Morgan,,0,16,0,0,1629752,0,0,0,0,,0,0,2019-2020,0,I,0,UTA,0,0,0,0,0
0,0,0,0,0,1575520260390,0,0,0,0,0,Miye,0,0,2019-12-05 04:31:00.390,Miye Oni,2019-12-04,0021900314,H,Oni,,0,24,0,0,1629671,0,0,0,0,,0,0,2019-2020,0,I,0,UTA,0,0,0,0,0
0,0,0,0,0,1575520260390,0,0,0,0,0,Justin,0,0,2019-12-05 04:31:00.390,Justin Wright-Foreman,2019-12-04,0021900314,H,Wright-Foreman,,0,3,0,0,1629625,0,0,0,0,,0,0,2019-2020,0,I,0,UTA,0,0,0,0,0
0,0,1,1,4,1575518179370,3,1,1,5,2,Josh,2,2,2019-12-05 03:56:19.370,Josh Okogie,2019-12-04,0021900313,A,Okogie,,27,20,3,4,1629006,2,3,1,6,SF,7,7,2019-2020,27,A,1,MIN,0,1647,3,2,1
1,0,0,1,5,1575518179370,3,1,1,13,8,Robert,0,0,2019-12-05 03:56:19.370,Robert Covington,2019-12-04,0021900313,A,Covington,,27,33,1,5,203496,4,3,2,8,PF,22,6,2019-2020,57,A,1,MIN,0,1677,0,10,6
7,1,1,1,5,1575518179370,0,2,0,19,10,Karl-Anthony,4,3,2019-12-05 03:56:19.370,Karl-Anthony Towns,2019-12-04,0021900313,A,Towns,,37,32,4,3,1626157,12,12,6,7,C,26,9,2019-2020,13,A,1,MIN,0,2233,2,5,3
6,2,0,0,5,1575518179370,5,3,1,10,4,Jarrett,2,2,2019-12-05 03:56:19.370,Jarrett Culver,2019-12-04,0021900313,A,Culver,,28,23,3,0,1629633,6,6,3,-14,SG,11,8,2019-2020,15,A,1,MIN,0,1695,1,4,1
1,3,3,1,2,1575518179370,0,0,0,24,7,Andrew,11,9,2019-12-05 03:56:19.370,Andrew Wiggins,2019-12-04,0021900313,A,Wiggins,,31,22,3,4,203952,6,14,3,-8,PG,26,5,2019-2020,38,A,0,MIN,0,1898,3,8,3
6,0,0,1,1,1575518179370,0,2,0,5,0,Jeff,3,3,2019-12-05 03:56:19.370,Jeff Teague,2019-12-04,0021900313,A,Teague,,27,0,0,2,201952,0,3,0,3,,3,1,2019-2020,44,A,0,MIN,0,1664,1,2,0
1,0,0,0,1,1575518179370,0,0,0,5,3,Treveon,0,0,2019-12-05 03:56:19.370,Treveon Graham,2019-12-04,0021900313,A,Graham,,11,12,0,0,1626203,4,2,2,2,,7,1,2019-2020,36,A,1,MIN,0,696,0,3,1
1,0,0,0,2,1575518179370,0,0,0,3,0,Shabazz,2,2,2019-12-05 03:56:19.370,Shabazz Napier,2019-12-04,0021900313,A,Napier,,10,13,0,0,203894,0,1,0,-6,,2,2,2019-2020,40,A,0,MIN,0,640,0,2,0
0,0,0,0,2,1575518179370,0,0,0,1,0,Gorgui,0,0,2019-12-05 03:56:19.370,Gorgui Dieng,2019-12-04,0021900313,A,Dieng,,10,5,0,2,203476,0,0,0,-14,,0,2,2019-2020,43,A,0,MIN,0,643,1,0,0
0,0,0,0,2,1575518179370,0,0,0,3,3,Keita,0,0,2019-12-05 03:56:19.370,Keita Bates-Diop,2019-12-04,0021900313,A,Bates-Diop,,21,31,0,0,1628966,2,1,1,-23,,8,2,2019-2020,15,A,0,MIN,0,1275,0,2,2
0,1,0,0,0,1575518179370,0,0,0,1,0,Jordan,2,2,2019-12-05 03:56:19.370,Jordan Bell,2019-12-04,0021900313,A,Bell,,5,7,1,1,1628395,0,1,0,4,,2,1,2019-2020,31,A,0,MIN,0,331,1,0,0
0,0,0,0,0,1575518179370,0,0,0,0,0,Jordan,0,0,2019-12-05 03:56:19.370,Jordan McLaughlin,2019-12-04,0021900313,A,McLaughlin,,0,6,0,0,1629162,0,0,0,0,,0,0,2019-2020,0,A,0,MIN,0,0,0,0,0
0,0,0,0,0,1575518179370,0,0,0,0,0,Noah,0,0,2019-12-05 03:56:19.370,Noah Vonleh,2019-12-04,0021900313,A,Vonleh,,0,1,0,0,203943,0,0,0,0,,0,0,2019-2020,0,A,0,MIN,0,0,0,0,0
0,0,0,0,0,1575518179370,0,0,0,0,0,Jake,0,0,2019-12-05 03:56:19.370,Jake Layman,2019-12-04,0021900313,A,Layman,,0,10,0,0,1627774,0,0,0,0,,0,0,2019-2020,0,I,0,MIN,0,0,0,0,0
0,0,0,0,0,1575518179370,0,0,0,0,0,Kelan,0,0,2019-12-05 03:56:19.370,Kelan Martin,2019-12-04,0021900313,A,Martin,,0,30,0,0,1629103,0,0,0,0,,0,0,2019-2020,0,I,0,MIN,0,0,0,0,0
0,0,0,0,0,1575518179370,0,0,0,0,0,Jaylen,0,0,2019-12-05 03:56:19.370,Jaylen Nowell,2019-12-04,0021900313,A,Nowell,,0,4,0,0,1629669,0,0,0,0,,0,0,2019-2020,0,I,0,MIN,0,0,0,0,0
0,0,0,0,0,1575518179370,0,0,0,0,0,Naz,0,0,2019-12-05 03:56:19.370,Naz Reid,2019-12-04,0021900313,A,Reid,,0,11,0,0,1629675,0,0,0,0,,0,0,2019-2020,0,I,0,MIN,0,0,0,0,0
2,2,2,0,0,1575518179370,0,0,0,5,2,Dorian,0,0,2019-12-05 03:56:19.370,Dorian Finney-Smith,2019-12-04,0021900313,H,Finney-Smith,,23,10,3,2,1627827,4,3,2,-7,SF,4,3,2019-2020,47,A,1,DAL,0,1427,0,2,0
0,1,1,1,3,1575518179370,0,1,0,15,7,Kristaps,4,3,2019-12-05 03:56:19.370,Kristaps Porzingis,2019-12-04,0021900313,H,Porzingis,,29,6,3,3,204001,6,6,3,-15,PF,19,6,2019-2020,16,A,0,DAL,0,1756,0,6,2
4,2,0,0,3,1575518179370,3,1,1,9,9,Dwight,5,4,2019-12-05 03:56:19.370,Dwight Powell,2019-12-04,0021900313,H,Powell,,25,7,2,4,203939,14,7,7,-1,C,24,5,2019-2020,15,A,1,DAL,0,1515,0,2,2
0,0,0,1,2,1575518179370,0,0,0,8,2,Tim,2,2,2019-12-05 03:56:19.370,Tim Hardaway Jr.,2019-12-04,0021900313,H,Hardaway Jr.,,25,11,1,0,203501,0,0,0,-12,SG,7,3,2019-2020,46,A,0,DAL,0,1546,0,5,1
6,0,2,1,7,1575518179370,2,1,1,22,8,Luka,8,5,2019-12-05 03:56:19.370,Luka Doncic,2019-12-04,0021900313,H,Doncic,,31,77,0,2,1629029,10,11,5,-16,PG,22,7,2019-2020,39,A,0,DAL,1,1899,5,8,1
3,0,0,0,4,1575518179370,2,1,1,8,3,Seth,2,2,2019-12-05 03:56:19.370,Seth Curry,2019-12-04,0021900313,H,Curry,,28,30,0,2,203552,4,3,2,14,,8,4,2019-2020,21,A,2,DAL,0,1701,1,4,0
2,0,0,1,3,1575518179370,2,0,0,6,4,Maxi,2,2,2019-12-05 03:56:19.370,Maxi Kleber,2019-12-04,0021900313,H,Kleber,,26,42,2,1,1628467,4,2,2,11,,12,5,2019-2020,26,A,1,DAL,0,1586,2,4,2
4,0,1,0,3,1575518179370,0,0,0,4,2,Delon,0,0,2019-12-05 03:56:19.370,Delon Wright,2019-12-04,0021900313,H,Wright,,16,55,0,1,1626153,2,3,1,21,,4,3,2019-2020,52,A,0,DAL,0,1012,0,0,0
0,0,1,0,4,1575518179370,3,3,1,7,2,Justin,0,0,2019-12-05 03:56:19.370,Justin Jackson,2019-12-04,0021900313,H,Jackson,,15,44,1,1,1628382,0,1,0,19,,5,5,2019-2020,3,A,0,DAL,0,903,0,3,1
3,0,0,1,3,1575518179370,0,0,0,8,7,Jalen,0,0,2019-12-05 03:56:19.370,Jalen Brunson,2019-12-04,0021900313,H,Brunson,,17,13,1,0,1628973,8,4,4,21,,16,4,2019-2020,34,A,0,DAL,0,1054,0,3,2
0,0,0,0,0,1575518179370,0,0,0,0,0,J.J.,0,0,2019-12-05 03:56:19.370,J.J. Barea,2019-12-04,0021900313,H,Barea,,0,5,0,0,200826,0,0,0,0,,0,0,2019-2020,0,A,0,DAL,0,0,0,0,0
0,0,0,0,0,1575518179370,0,0,0,0,0,Courtney,0,0,2019-12-05 03:56:19.370,Courtney Lee,2019-12-04,0021900313,H,Lee,,0,1,0,0,201584,0,0,0,0,,0,0,2019-2020,0,A,0,DAL,0,0,0,0,0
0,0,0,0,0,1575518179370,0,0,0,0,0,Boban,0,0,2019-12-05 03:56:19.370,Boban Marjanovic,2019-12-04,0021900313,H,Marjanovic,,0,51,0,0,1626246,0,0,0,0,,0,0,2019-2020,0,A,0,DAL,0,0,0,0,0
0,0,0,0,0,1575518179370,0,0,0,0,0,Ryan,0,0,2019-12-05 03:56:19.370,Ryan Broekhoff,2019-12-04,0021900313,H,Broekhoff,,0,45,0,0,1629151,0,0,0,0,,0,0,2019-2020,0,I,0,DAL,0,0,0,0,0
0,0,0,0,0,1575518179370,0,0,0,0,0,Antonius,0,0,2019-12-05 03:56:19.370,Antonius Cleveland,2019-12-04,0021900313,H,Cleveland,,0,3,0,0,1628499,0,0,0,0,,0,0,2019-2020,0,I,0,DAL,0,0,0,0,0
0,0,0,0,0,1575518179370,0,0,0,0,0,Josh,0,0,2019-12-05 03:56:19.370,Josh Reaves,2019-12-04,0021900313,H,Reaves,,0,23,0,0,1629729,0,0,0,0,,0,0,2019-2020,0,I,0,DAL,0,0,0,0,0
0,0,0,0,0,1575518179370,0,0,0,0,0,Isaiah,0,0,2019-12-05 03:56:19.370,Isaiah Roby,2019-12-04,0021900313,H,Roby,,0,9,0,0,1629676,0,0,0,0,,0,0,2019-2020,0,I,0,DAL,0,0,0,0,0
1,0,1,1,3,1575574447626,0,0,0,15,9,T.J.,6,5,2019-12-05 19:34:07.626,T.J. Warren,2019-12-04,0021900312,A,Warren,,35,1,1,4,203933,12,9,6,7,SF,24,4,2019-2020,22,A,0,IND,0,2122,1,3,1
2,0,0,0,8,1575574447626,0,0,0,13,7,Domantas,4,3,2019-12-05 19:34:07.626,Domantas Sabonis,2019-12-04,0021900312,A,Sabonis,,35,11,5,5,1627734,10,8,5,2,PF,17,13,2019-2020,20,A,2,IND,0,2120,4,2,0
0,0,0,1,2,1575574447626,0,0,0,7,4,Myles,3,3,2019-12-05 19:34:07.626,Myles Turner,2019-12-04,0021900312,A,Turner,,26,33,2,2,1626167,6,4,3,8,C,12,4,2019-2020,25,A,0,IND,0,1585,2,3,1
1,1,0,1,2,1575574447626,0,1,0,11,6,Jeremy,0,0,2019-12-05 19:34:07.626,Jeremy Lamb,2019-12-04,0021900312,A,Lamb,,31,26,1,3,203087,4,2,2,4,SG,13,3,2019-2020,14,A,1,IND,0,1874,0,4,1
6,0,1,1,3,1575574447626,0,1,0,13,4,Malcolm,2,1,2019-12-05 19:34:07.626,Malcolm Brogdon,2019-12-04,0021900312,A,Brogdon,,31,7,1,1,1627763,4,9,2,4,PG,11,4,2019-2020,14,A,1,IND,0,1874,1,4,2
1,0,1,1,5,1575574447626,2,1,1,9,5,Justin,0,0,2019-12-05 19:34:07.626,Justin Holiday,2019-12-04,0021900312,A,Holiday,,28,8,0,2,203200,6,5,3,0,,12,5,2019-2020,47,A,1,IND,0,1727,0,3,2
0,0,1,0,2,1575574447626,0,1,0,3,0,Aaron,0,0,2019-12-05 19:34:07.626,Aaron Holiday,2019-12-04,0021900312,A,Holiday,,16,3,0,1,1628988,0,2,0,3,,0,2,2019-2020,46,A,0,IND,0,1006,0,1,0
8,0,0,0,2,1575574447626,0,0,0,7,2,T.J.,0,0,2019-12-05 19:34:07.626,T.J. McConnell,2019-12-04,0021900312,A,McConnell,,16,9,0,2,204456,2,3,1,3,,4,2,2019-2020,46,A,0,IND,0,1006,0,1,0
0,0,1,0,1,1575574447626,6,3,2,9,5,Doug,2,2,2019-12-05 19:34:07.626,Doug McDermott,2019-12-04,0021900312,A,McDermott,,18,20,1,1,203926,4,3,2,4,,14,2,2019-2020,6,A,0,IND,0,1086,0,3,2
0,0,0,0,0,1575574447626,0,0,0,0,0,Goga,0,0,2019-12-05 19:34:07.626,Goga Bitadze,2019-12-04,0021900312,A,Bitadze,,0,88,0,0,1629048,0,0,0,0,,0,0,2019-2020,0,A,0,IND,0,0,0,0,0
0,0,0,0,0,1575574447626,0,0,0,0,0,Alize,0,0,2019-12-05 19:34:07.626,Alize Johnson,2019-12-04,0021900312,A,Johnson,,0,24,0,0,1628993,0,0,0,0,,0,0,2019-2020,0,A,0,IND,0,0,0,0,0
0,0,0,0,0,1575574447626,0,0,0,0,0,TJ,0,0,2019-12-05 19:34:07.626,TJ Leaf,2019-12-04,0021900312,A,Leaf,,0,22,0,0,1628388,0,0,0,0,,0,0,2019-2020,0,A,0,IND,0,0,0,0,0
0,0,0,0,0,1575574447626,0,0,0,0,0,Brian,0,0,2019-12-05 19:34:07.626,Brian Bowen II,2019-12-04,0021900312,A,Bowen II,,0,10,0,0,1628968,0,0,0,0,,0,0,2019-2020,0,I,0,IND,0,0,0,0,0
0,0,0,0,0,1575574447626,0,0,0,0,0,Naz,0,0,2019-12-05 19:34:07.626,Naz Mitrou-Long,2019-12-04,0021900312,A,Mitrou-Long,,0,15,0,0,1628513,0,0,0,0,,0,0,2019-2020,0,I,0,IND,0,0,0,0,0
0,0,0,0,0,1575574447626,0,0,0,0,0,Victor,0,0,2019-12-05 19:34:07.626,Victor Oladipo,2019-12-04,0021900312,A,Oladipo,,0,4,0,0,203506,0,0,0,0,,0,0,2019-2020,0,I,0,IND,0,0,0,0,0
0,0,0,0,0,1575574447626,0,0,0,0,0,JaKarr,0,0,2019-12-05 19:34:07.626,JaKarr Sampson,2019-12-04,0021900312,A,Sampson,,0,14,0,0,203960,0,0,0,0,,0,0,2019-2020,0,I,0,IND,0,0,0,0,0
0,0,0,0,0,1575574447626,0,0,0,0,0,Edmond,0,0,2019-12-05 19:34:07.626,Edmond Sumner,2019-12-04,0021900312,A,Sumner,,0,5,0,0,1628410,0,0,0,0,,0,0,2019-2020,0,I,0,IND,0,0,0,0,0
2,0,0,1,3,1575574447626,0,0,0,7,3,Terrance,0,0,2019-12-05 19:34:07.626,Terrance Ferguson,2019-12-04,0021900312,H,Ferguson,,31,23,0,3,1628390,2,1,1,-8,SF,8,3,2019-2020,46,A,0,OKC,0,1906,2,6,2
2,0,0,1,5,1575574447626,0,0,0,13,7,Danilo,0,0,2019-12-05 19:34:07.626,Danilo Gallinari,2019-12-04,0021900312,H,Gallinari,,31,8,2,3,201568,6,3,3,-4,PF,18,7,2019-2020,14,A,0,OKC,0,1874,0,6,4
3,2,0,1,4,1575574447626,0,0,0,8,8,Steven,4,4,2019-12-05 19:34:07.626,Steven Adams,2019-12-04,0021900312,H,Adams,,28,12,5,2,203500,16,8,8,-2,C,20,9,2019-2020,43,A,0,OKC,0,1723,2,0,0
3,0,1,1,3,1575574447626,2,1,1,19,7,Shai,1,1,2019-12-05 19:34:07.626,Shai Gilgeous-Alexander,2019-12-04,0021900312,H,Gilgeous-Alexander,,36,2,0,1,1628983,12,10,6,-19,SG,16,3,2019-2020,22,A,1,OKC,0,2182,2,7,1
10,0,0,1,3,1575574447626,0,2,0,9,2,Chris,0,0,2019-12-05 19:34:07.626,Chris Paul,2019-12-04,0021900312,H,Paul,,33,3,0,2,101108,0,2,0,-6,PG,4,3,2019-2020,25,A,0,OKC,0,2005,0,2,0
1,1,0,0,2,1575574447626,0,0,0,4,3,Nerlens,2,2,2019-12-05 19:34:07.626,Nerlens Noel,2019-12-04,0021900312,H,Noel,,19,9,1,4,203457,6,4,3,-5,,8,3,2019-2020,17,A,2,OKC,0,1157,2,0,0
1,1,0,0,4,1575574447626,3,1,1,17,8,Dennis,1,1,2019-12-05 19:34:07.626,Dennis Schroder,2019-12-04,0021900312,H,Schroder,,23,17,0,2,203471,14,12,7,3,,18,4,2019-2020,18,A,0,OKC,0,1398,1,2,1
2,0,0,0,3,1575574447626,0,0,0,2,0,Darius,2,1,2019-12-05 19:34:07.626,Darius Bazley,2019-12-04,0021900312,H,Bazley,,11,7,0,0,1629647,0,1,0,1,,1,3,2019-2020,35,A,0,OKC,0,695,0,1,0
0,1,0,0,2,1575574447626,2,1,1,4,3,Abdel,0,0,2019-12-05 19:34:07.626,Abdel Nader,2019-12-04,0021900312,H,Nader,,16,11,0,2,1627846,4,3,2,-1,,7,2,2019-2020,8,A,0,OKC,0,968,1,1,1
1,0,0,0,0,1575574447626,0,0,0,1,0,Deonte,0,0,2019-12-05 19:34:07.626,Deonte Burton,2019-12-04,0021900312,H,Burton,,8,30,0,0,1629126,0,0,0,6,,0,0,2019-2020,12,A,0,OKC,0,492,1,1,0
0,0,0,0,0,1575574447626,0,0,0,0,0,Luguentz,0,0,2019-12-05 19:34:07.626,Luguentz Dort,2019-12-04,0021900312,H,Dort,,0,5,0,0,1629652,0,0,0,0,,0,0,2019-2020,0,A,0,OKC,0,0,0,0,0
0,0,0,0,0,1575574447626,0,0,0,0,0,Mike,0,0,2019-12-05 19:34:07.626,Mike Muscala,2019-12-04,0021900312,H,Muscala,,0,33,0,0,203488,0,0,0,0,,0,0,2019-2020,0,A,0,OKC,0,0,0,0,0
0,0,0,0,0,1575574447626,0,0,0,0,0,Justin,0,0,2019-12-05 19:34:07.626,Justin Patton,2019-12-04,0021900312,H,Patton,,0,13,0,0,1628383,0,0,0,0,,0,0,2019-2020,0,A,0,OKC,0,0,0,0,0
0,0,0,0,0,1575574447626,0,0,0,0,0,Hamidou,0,0,2019-12-05 19:34:07.626,Hamidou Diallo,2019-12-04,0021900312,H,Diallo,,0,6,0,0,1628977,0,0,0,0,,0,0,2019-2020,0,I,0,OKC,0,0,0,0,0
0,0,0,0,0,1575574447626,0,0,0,0,0,Devon,0,0,2019-12-05 19:34:07.626,Devon Hall,2019-12-04,0021900312,H,Hall,,0,22,0,0,1628985,0,0,0,0,,0,0,2019-2020,0,I,0,OKC,0,0,0,0,0
0,0,0,0,0,1575574447626,0,0,0,0,0,Andre,0,0,2019-12-05 19:34:07.626,Andre Roberson,2019-12-04,0021900312,H,Roberson,,0,21,0,0,203460,0,0,0,0,,0,0,2019-2020,0,I,0,OKC,0,0,0,0,0
1,2,4,0,4,1575517264237,0,0,0,20,6,Jaren,2,1,2019-12-05 03:41:04.237,Jaren Jackson Jr.,2019-12-04,0021900311,A,Jackson Jr.,,25,13,3,5,1628991,8,14,4,-9,SF,15,7,2019-2020,46,A,1,MEM,0,1546,1,5,2
4,0,0,1,6,1575517264237,0,0,0,13,5,Jae,2,2,2019-12-05 03:41:04.237,Jae Crowder,2019-12-04,0021900311,A,Crowder,,33,99,0,2,203109,4,2,2,2,PF,15,6,2019-2020,39,A,1,MEM,0,2019,1,10,3
1,1,1,1,9,1575517264237,0,0,0,17,12,Jonas,10,8,2019-12-05 03:41:04.237,Jonas Valanciunas,2019-12-04,0021900311,A,Valanciunas,,28,17,4,4,202685,24,16,12,5,C,32,13,2019-2020,53,A,3,MEM,0,1733,3,0,0
1,1,3,0,2,1575517264237,3,3,1,11,2,Dillon,1,1,2019-12-05 03:41:04.237,Dillon Brooks,2019-12-04,0021900311,A,Brooks,,24,24,1,5,1628415,4,7,2,-1,SG,5,3,2019-2020,2,A,2,MEM,0,1442,0,4,0
3,0,3,0,1,1575517264237,0,2,0,7,2,Tyus,2,2,2019-12-05 03:41:04.237,Tyus Jones,2019-12-04,0021900311,A,Jones,,22,21,0,1,1626145,2,4,1,-20,PG,6,1,2019-2020,34,A,0,MEM,0,1354,1,1,0
5,0,0,1,2,1575517264237,0,1,0,8,1,Solomon,0,0,2019-12-05 03:41:04.237,Solomon Hill,2019-12-04,0021900311,A,Hill,,28,44,0,4,203524,0,3,0,-2,,2,2,2019-2020,37,A,3,MEM,0,1717,1,4,0
1,0,1,1,7,1575517264237,2,1,1,7,5,Grayson,0,0,2019-12-05 03:41:04.237,Grayson Allen,2019-12-04,0021900311,A,Allen,,24,3,0,3,1628960,6,4,3,-6,,12,7,2019-2020,42,A,1,MEM,0,1482,1,3,2
7,0,1,1,4,1575517264237,0,1,0,8,3,De'Anthony,2,2,2019-12-05 03:41:04.237,De'Anthony Melton,2019-12-04,0021900311,A,Melton,,29,0,1,4,1629001,6,5,3,15,,8,5,2019-2020,49,A,3,MEM,0,1789,4,1,0
0,0,0,0,0,1575517264237,2,0,0,1,0,Marko,2,2,2019-12-05 03:41:04.237,Marko Guduric,2019-12-04,0021900311,A,Guduric,,4,23,0,0,1629741,0,0,0,-2,,2,0,2019-2020,46,A,0,MEM,0,286,0,1,0
1,2,0,0,0,1575517264237,0,0,0,3,1,Bruno,0,0,2019-12-05 03:41:04.237,Bruno Caboclo,2019-12-04,0021900311,A,Caboclo,,12,5,2,0,203998,2,2,1,-8,,2,2,2019-2020,44,A,0,MEM,0,764,0,1,0
0,0,0,0,0,1575517264237,0,0,0,1,0,Yuta,0,0,2019-12-05 03:41:04.237,Yuta Watanabe,2019-12-04,0021900311,A,Watanabe,,4,18,0,0,1629139,0,1,0,-9,,0,0,2019-2020,28,A,0,MEM,0,268,0,0,0
0,0,0,0,0,1575517264237,0,0,0,0,0,Kyle,0,0,2019-12-05 03:41:04.237,Kyle Anderson,2019-12-04,0021900311,A,Anderson,,0,1,0,0,203937,0,0,0,0,,0,0,2019-2020,0,A,0,MEM,0,0,0,0,0
0,0,0,0,0,1575517264237,0,0,0,0,0,Brandon,0,0,2019-12-05 03:41:04.237,Brandon Clarke,2019-12-04,0021900311,A,Clarke,,0,15,0,0,1629634,0,0,0,0,,0,0,2019-2020,0,A,0,MEM,0,0,0,0,0
0,0,0,0,0,1575517264237,0,0,0,0,0,Andre,0,0,2019-12-05 03:41:04.237,Andre Iguodala,2019-12-04,0021900311,A,Iguodala,,0,9,0,0,2738,0,0,0,0,,0,0,2019-2020,0,I,0,MEM,0,0,0,0,0
0,0,0,0,0,1575517264237,0,0,0,0,0,Josh,0,0,2019-12-05 03:41:04.237,Josh Jackson,2019-12-04,0021900311,A,Jackson,,0,20,0,0,1628367,0,0,0,0,,0,0,2019-2020,0,I,0,MEM,0,0,0,0,0
0,0,0,0,0,1575517264237,0,0,0,0,0,John,0,0,2019-12-05 03:41:04.237,John Konchar,2019-12-04,0021900311,A,Konchar,,0,46,0,0,1629723,0,0,0,0,,0,0,2019-2020,0,I,0,MEM,0,0,0,0,0
